정렬No.,출처파일,위치,기기번호,게이트명,표기명,입출구분,공간구분_NM,공간구분_code,세부유형_NM,세부유형_code,Tag_Code,라벨링_활동
2941,입출문기록(24.6. ~ 25. 6.),SBL P5,523-1-1-2,523-05 P5_DS동_북서측 화물 GATE 출문,P5_DS동_북서측 화물 GATE 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2942,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-12-1-1,523-12 P5_DS동_Spine 방향 S/G #2 입문,P5_DS동_Spine 방향 S/G #2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2943,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-12-1-2,523-12 P5_DS동_Spine 방향 S/G #2 출문,P5_DS동_Spine 방향 S/G #2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2944,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-13-1-1,523-13 P5_DS동_Main 로비 화물 Gate 입문,P5_DS동_Main 로비 화물 Gate 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2945,입출문기록(24.6. ~ 25. 6.),SBL P5,523-13-1-1,523-13 P5_DS동_남측 화물 GATE 입문,P5_DS동_남측 화물 GATE 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2946,입출문기록(24.6. ~ 25. 6.),SBL P5,523-13-1-1,523-13 P5_DS동_남서측 화물 GATE 입문,P5_DS동_남서측 화물 GATE 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2947,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-13-1-2,523-13 P5_DS동_Main 로비 화물 Gate 출문,P5_DS동_Main 로비 화물 Gate 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2948,입출문기록(24.6. ~ 25. 6.),SBL P5,523-13-1-2,523-13 P5_DS동_남측 화물 GATE 출문,P5_DS동_남측 화물 GATE 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2949,입출문기록(24.6. ~ 25. 6.),SBL P5,523-13-1-2,523-13 P5_DS동_남서측 화물 GATE 출문,P5_DS동_남서측 화물 GATE 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2950,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-14-1-1,523-14 P5_DS동_Main 로비 S/G #1 입문,P5_DS동_Main 로비 S/G #1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2951,입출문기록(24.6. ~ 25. 6.),SBL P5,523-14-1-1,523-14 P5_DS동_남서측 SPEED GATE-1 입문,P5_DS동_남서측 SPEED GATE-1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2952,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-14-1-2,523-14 P5_DS동_Main 로비 S/G #1 출문,P5_DS동_Main 로비 S/G #1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2953,입출문기록(24.6. ~ 25. 6.),SBL P5,523-14-1-2,523-14 P5_DS동_남측 SPEED GATE-1 출문,P5_DS동_남측 SPEED GATE-1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2954,입출문기록(24.6. ~ 25. 6.),SBL P5,523-14-1-2,523-14 P5_DS동_남서측 SPEED GATE-1 출문,P5_DS동_남서측 SPEED GATE-1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2955,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-15-1-1,523-15 P5_DS동_Main 로비 S/G #2 입문,P5_DS동_Main 로비 S/G #2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2956,입출문기록(24.6. ~ 25. 6.),SBL P5,523-15-1-1,523-15 P5_DS동_남측 SPEED GATE-2 입문,P5_DS동_남측 SPEED GATE-2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2957,입출문기록(24.6. ~ 25. 6.),SBL P5,523-15-1-1,523-15 P5_DS동_남서측 SPEED GATE-2 입문,P5_DS동_남서측 SPEED GATE-2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2958,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-15-1-2,523-15 P5_DS동_Main 로비 S/G #2 출문,P5_DS동_Main 로비 S/G #2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2959,입출문기록(24.6. ~ 25. 6.),SBL P5,523-15-1-2,523-15 P5_DS동_남측 SPEED GATE-2 출문,P5_DS동_남측 SPEED GATE-2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2960,입출문기록(24.6. ~ 25. 6.),SBL P5,523-15-1-2,523-15 P5_DS동_남서측 SPEED GATE-2 출문,P5_DS동_남서측 SPEED GATE-2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2961,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-16-1-1,523-16 P5_DS동_Main 로비 S/G #3 입문,P5_DS동_Main 로비 S/G #3 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2962,입출문기록(24.6. ~ 25. 6.),SBL P5,523-16-1-1,523-16 P5_DS동_남서측 SPEED GATE-3 입문,P5_DS동_남서측 SPEED GATE-3 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2963,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-16-1-2,523-16 P5_DS동_Main 로비 S/G #3 출문,P5_DS동_Main 로비 S/G #3 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2964,입출문기록(24.6. ~ 25. 6.),SBL P5,523-16-1-2,523-16 P5_DS동_남측 SPEED GATE-3 출문,P5_DS동_남측 SPEED GATE-3 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2965,입출문기록(24.6. ~ 25. 6.),SBL P5,523-16-1-2,523-16 P5_DS동_남서측 SPEED GATE-3 출문,P5_DS동_남서측 SPEED GATE-3 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2966,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-17-1-1,523-17 P5_DS동_Main 로비 S/G #4 입문,P5_DS동_Main 로비 S/G #4 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2967,입출문기록(24.6. ~ 25. 6.),SBL P5,523-17-1-1,523-17 P5_DS동_남측 SPEED GATE-4 입문,P5_DS동_남측 SPEED GATE-4 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2968,입출문기록(24.6. ~ 25. 6.),SBL P5,523-17-1-1,523-17 P5_DS동_남서측 SPEED GATE-4 입문,P5_DS동_남서측 SPEED GATE-4 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2969,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-17-1-2,523-17 P5_DS동_Main 로비 S/G #4 출문,P5_DS동_Main 로비 S/G #4 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2970,입출문기록(24.6. ~ 25. 6.),SBL P5,523-17-1-2,523-17 P5_DS동_남측 SPEED GATE-4 출문,P5_DS동_남측 SPEED GATE-4 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2971,입출문기록(24.6. ~ 25. 6.),SBL P5,523-17-1-2,523-17 P5_DS동_남서측 SPEED GATE-4 출문,P5_DS동_남서측 SPEED GATE-4 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2972,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-18-1-1,523-18 P5_MS동_WWT 방향 S/G #1 입문,P5_MS동_WWT 방향 S/G #1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2973,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-18-1-2,523-18 P5_MS동_WWT 방향 S/G #1 출문,P5_MS동_WWT 방향 S/G #1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2974,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-19-1-1,523-19 P6_MS동_WWT 방향 화물 Gate 입문,P6_MS동_WWT 방향 화물 Gate 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2975,입출문기록(24.6. ~ 25. 6.),SBL P5,523-19-1-1,523-19 P5_MS동_WWT 방향 화물 Gate 입문,P5_MS동_WWT 방향 화물 Gate 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2976,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-19-1-2,523-19 P7_MS동_WWT 방향 화물 Gate 출문,P7_MS동_WWT 방향 화물 Gate 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2977,입출문기록(24.6. ~ 25. 6.),SBL P5,523-19-1-2,523-19 P5_MS동_WWT 방향 화물 Gate 출문,P5_MS동_WWT 방향 화물 Gate 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2978,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-20-1-1,523-21 P5_MS동_DS 방향 S/G #1 입문,P5_MS동_DS 방향 S/G #1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2979,입출문기록(24.6. ~ 25. 6.),SBL P5,523-20-1-1,523-20 P5_MS동_DS 방향 S/G #1 입문,P5_MS동_DS 방향 S/G #1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2980,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-20-1-2,523-21 P5_MS동_DS 방향 S/G #1 출문,P5_MS동_DS 방향 S/G #1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2981,입출문기록(24.6. ~ 25. 6.),SBL P5,523-20-1-2,523-20 P5_MS동_DS 방향 S/G #1 출문,P5_MS동_DS 방향 S/G #1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2982,입출문기록(24.6. ~ 25. 6.),SBL P5,523-20-1-2,523-20 P5_MS동_DS 방향 화물 Gate 출문,P5_MS동_DS 방향 화물 Gate 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2983,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-2-1-1,523-02 P5_DS동_Sub 로비 S/G #1 입문,P5_DS동_Sub 로비 S/G #1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2984,입출문기록(24.6. ~ 25. 6.),SBL P5,523-2-1-1,523-06 P5_DS동_북서측 SPEED GATE-1 입문,P5_DS동_북서측 SPEED GATE-1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2985,입출문기록(24.6. ~ 25. 6.),SBL P5,523-2-1-1,523-02 P5_DS동_북서측 SPEED GATE-1 입문,P5_DS동_북서측 SPEED GATE-1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2986,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-21-1-1,523-22 P5_MS동_DS 방향 S/G #2 입문,P5_MS동_DS 방향 S/G #2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2987,입출문기록(24.6. ~ 25. 6.),SBL P5,523-21-1-1,523-21 P5_MS동_DS 방향 S/G #2 입문,P5_MS동_DS 방향 S/G #2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2988,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-21-1-2,523-22 P5_MS동_DS 방향 S/G #2 출문,P5_MS동_DS 방향 S/G #2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2989,입출문기록(24.6. ~ 25. 6.),SBL P5,523-21-1-2,523-21 P5_MS동_DS 방향 S/G #2 출문,P5_MS동_DS 방향 S/G #2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2990,입출문기록(24.6. ~ 25. 6.),SBL P5,523-21-1-2,523-21 P5_MS동_DS 방향 S/G #1 출문,P5_MS동_DS 방향 S/G #1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2991,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-2-1-2,523-02 P5_DS동_Sub 로비 S/G #1 출문,P5_DS동_Sub 로비 S/G #1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2992,입출문기록(24.6. ~ 25. 6.),SBL P5,523-2-1-2,523-06 P5_DS동_북서측 SPEED GATE-1 출문,P5_DS동_북서측 SPEED GATE-1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2993,입출문기록(24.6. ~ 25. 6.),SBL P5,523-2-1-2,523-02 P5_DS동_북서측 SPEED GATE-1 출문,P5_DS동_북서측 SPEED GATE-1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2994,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-22-1-1,523-22 P5_MS동_DS 방향 화물 Gate 입문,P5_MS동_DS 방향 화물 Gate 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2995,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-22-1-2,523-22 P5_MS동_DS 방향 화물 Gate 출문,P5_MS동_DS 방향 화물 Gate 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
2996,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-23-1-1,523-23 P5_MS동_Main 로비 S/G #1 입문,P5_MS동_Main 로비 S/G #1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2997,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-23-1-2,523-23 P5_MS동_Main 로비 S/G #1 출문,P5_MS동_Main 로비 S/G #1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2998,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-24-1-1,523-24 P5_MS동_Main 로비 S/G #2 입문,P5_MS동_Main 로비 S/G #2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
2999,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-24-1-2,523-24 P5_MS동_Main 로비 S/G #2 출문,P5_MS동_Main 로비 S/G #2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3000,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-25-1-1,523-25 P5_MS동_Main 로비 S/G #3 입문,P5_MS동_Main 로비 S/G #3 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3001,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-25-1-2,523-25 P5_MS동_Main 로비 S/G #3 출문,P5_MS동_Main 로비 S/G #3 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3002,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-26-1-1,523-26 P5_MS동_Main 로비 화물 Gate 입문,P5_MS동_Main 로비 화물 Gate 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
3003,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-26-1-2,523-26 P5_MS동_Main 로비 화물 Gate 출문,P5_MS동_Main 로비 화물 Gate 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
3004,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-27-1-1,523-27 P5_MS동_보안동 방향 S/G #1 입문,P5_MS동_보안동 방향 S/G #1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3005,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-27-1-2,523-27 P5_MS동_보안동 방향 S/G #1 출문,P5_MS동_보안동 방향 S/G #1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3006,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-28-1-1,523-28 P5_MS동_보안동 방향 S/G #2 입문,P5_MS동_보안동 방향 S/G #2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3007,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-28-1-2,523-28 P5_MS동_보안동 방향 S/G #2 출문,P5_MS동_보안동 방향 S/G #2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3008,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-29-1-1,523-29 P5_MS동_보안동 방향 화물 Gate 입문,P5_MS동_보안동 방향 화물 Gate 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
3009,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-29-1-2,523-29 P5_MS동_보안동 방향 화물 Gate 출문,P5_MS동_보안동 방향 화물 Gate 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
3010,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-30-1-1,523-30 P5_임시보안동 SPEED GATE-1 입문,P5_임시보안동 GATE-1 입문,IN,이동구간,T,출입포인트(IN),2,T2,"식사, 휴게, 출입(IN)"
3011,입출문기록(24.6. ~ 25. 6.),SBL P5,523-30-1-1,523-30 P5_임시보안동 화물 Gate 입문,P5_임시보안동 화물 Gate 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
3012,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-30-1-2,523-30 P5_임시보안동 SPEED GATE-1 출문,P5_임시보안동 GATE-1 출문,OUT,이동구간,T,출입포인트(OUT),3,T3,"식사, 휴게, 출입(OUT)"
3013,입출문기록(24.6. ~ 25. 6.),SBL P5,523-30-1-2,523-30 P5_임시보안동 화물 Gate  출문,P5_임시보안동 화물 Gate  출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
3014,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-3-1-1,523-03 P5_DS동_Sub 로비 S/G #2 입문,P5_DS동_Sub 로비 S/G #2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3015,입출문기록(24.6. ~ 25. 6.),SBL P5,523-3-1-1,523-07 P5_DS동_북서측 SPEED GATE-2 입문,P5_DS동_북서측 SPEED GATE-2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3016,입출문기록(24.6. ~ 25. 6.),SBL P5,523-3-1-1,523-03 P5_DS동_북서측 SPEED GATE-2 입문,P5_DS동_북서측 SPEED GATE-2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3017,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-31-1-1,523-31 P5_임시보안동 SPEED GATE-2 입문,P5_임시보안동 GATE-2 입문,IN,이동구간,T,출입포인트(IN),2,T2,"식사, 휴게, 출입(IN)"
3018,입출문기록(24.6. ~ 25. 6.),SBL P5,523-31-1-1,523-31 P5_임시보안동 SPEED GATE-1 입문,P5_임시보안동 SPEED GATE-1 입문,IN,이동구간,T,출입포인트(IN),2,T2,"식사, 휴게, 출입(IN)"
3019,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-31-1-2,523-31 P5_임시보안동 SPEED GATE-2 출문,P5_임시보안동 GATE-2 출문,OUT,이동구간,T,출입포인트(OUT),3,T3,"식사, 휴게, 출입(OUT)"
3020,입출문기록(24.6. ~ 25. 6.),SBL P5,523-31-1-2,523-31 P5_임시보안동 SPEED GATE-1 출문,P5_임시보안동 SPEED GATE-1 출문,OUT,이동구간,T,출입포인트(OUT),3,T3,"식사, 휴게, 출입(OUT)"
3021,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-3-1-2,523-03 P5_DS동_Sub 로비 S/G #2 출문,P5_DS동_Sub 로비 S/G #2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3022,입출문기록(24.6. ~ 25. 6.),SBL P5,523-3-1-2,523-07 P5_DS동_북서측 SPEED GATE-2 출문,P5_DS동_북서측 SPEED GATE-2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3023,입출문기록(24.6. ~ 25. 6.),SBL P5,523-3-1-2,523-03 P5_DS동_북서측 SPEED GATE-2 출문,P5_DS동_북서측 SPEED GATE-2 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3024,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-32-1-1,523-32 P5_임시보안동 SPEED GATE-3 입문,P5_임시보안동 GATE-3 입문,IN,이동구간,T,출입포인트(IN),2,T2,"식사, 휴게, 출입(IN)"
3025,입출문기록(24.6. ~ 25. 6.),SBL P5,523-32-1-1,523-32 P5_임시보안동 SPEED GATE-2 입문,P5_임시보안동 SPEED GATE-2 입문,IN,이동구간,T,출입포인트(IN),2,T2,"식사, 휴게, 출입(IN)"
3026,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-32-1-2,523-32 P5_임시보안동 SPEED GATE-3 출문,P5_임시보안동 GATE-3 출문,OUT,이동구간,T,출입포인트(OUT),3,T3,"식사, 휴게, 출입(OUT)"
3027,입출문기록(24.6. ~ 25. 6.),SBL P5,523-32-1-2,523-32 P5_임시보안동 SPEED GATE-2 출문,P5_임시보안동 SPEED GATE-2 출문,OUT,이동구간,T,출입포인트(OUT),3,T3,"식사, 휴게, 출입(OUT)"
3028,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-33-1-1,523-33 P5_임시보안동 SPEED GATE-4 입문,P5_임시보안동 GATE-4 입문,IN,이동구간,T,출입포인트(IN),2,T2,"식사, 휴게, 출입(IN)"
3029,입출문기록(24.6. ~ 25. 6.),SBL P5,523-33-1-1,523-33 P5_임시보안동 SPEED GATE-3 입문,P5_임시보안동 SPEED GATE-3 입문,IN,이동구간,T,출입포인트(IN),2,T2,"식사, 휴게, 출입(IN)"
3030,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-33-1-2,523-33 P5_임시보안동 SPEED GATE-4 출문,P5_임시보안동 GATE-4 출문,OUT,이동구간,T,출입포인트(OUT),3,T3,"식사, 휴게, 출입(OUT)"
3031,입출문기록(24.6. ~ 25. 6.),SBL P5,523-33-1-2,523-33 P5_임시보안동 SPEED GATE-3 출문,P5_임시보안동 SPEED GATE-3 출문,OUT,이동구간,T,출입포인트(OUT),3,T3,"식사, 휴게, 출입(OUT)"
3032,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-34-1-1,523-34 P5_임시보안동 SPEED GATE-5 입문,P5_임시보안동 GATE-5 입문,IN,이동구간,T,출입포인트(IN),2,T2,"식사, 휴게, 출입(IN)"
3033,입출문기록(24.6. ~ 25. 6.),SBL P5,523-34-1-1,523-34 P5_임시보안동 SPEED GATE-4 입문,P5_임시보안동 SPEED GATE-4 입문,IN,이동구간,T,출입포인트(IN),2,T2,"식사, 휴게, 출입(IN)"
3034,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-34-1-2,523-34 P5_임시보안동 SPEED GATE-5 출문,P5_임시보안동 GATE-5 출문,OUT,이동구간,T,출입포인트(OUT),3,T3,"식사, 휴게, 출입(OUT)"
3035,입출문기록(24.6. ~ 25. 6.),SBL P5,523-34-1-2,523-34 P5_임시보안동 SPEED GATE-4 출문,P5_임시보안동 SPEED GATE-4 출문,OUT,이동구간,T,출입포인트(OUT),3,T3,"식사, 휴게, 출입(OUT)"
3036,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-35-1-1,523-35 P5_DS동_Sub 로비 안면 S/G #1 입문,P5_DS동_Sub 로비 안면 S/G #1 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3037,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-35-1-2,523-35 P5_DS동_Sub 로비 안면 S/G #1 출문,P5_DS동_Sub 로비 안면 S/G #1 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
3038,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P5,523-36-1-1,523-36 P5_DS동_Sub 로비 안면 S/G #2 입문,P5_DS동_Sub 로비 안면 S/G #2 입문,IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
