center,bu,team,employee_count,location_fixity,movement_complexity,data_density,external_activity,cluster,reliability_score,correction_factor,correction_type
오퍼레이션센터,DS담당,Plant 2팀,400,12.712607275657792,1.145,17.68225,13.739060357137808,1,0.6165004291026311,0.92,standard
오퍼레이션센터,DS담당,Plant 3팀,430,91.6056609252495,0.8976744186046511,15.216511627906977,18.712078372636824,2,0.9394924111428584,1.0,very_minimal
오퍼레이션센터,DS담당,Plant 4A팀,434,87.75925303095822,0.9101382488479263,14.386866359447003,20.42953923028876,2,0.9114701918473351,0.9984410575542005,very_minimal
오퍼레이션센터,DS담당,Plant 4B팀,208,89.996327462596,1.6490384615384615,15.054567307692306,23.777284557778593,2,0.9105141560042302,0.9981542468012691,very_minimal
오퍼레이션센터,DS담당,Plant 5팀,234,96.11085537575393,1.7222222222222223,18.103205128205126,4.103962324280301,2,0.932776754836349,1.0,very_minimal
오퍼레이션센터,DS담당,오퍼레이션기획팀,47,89.61486180335297,4.51063829787234,11.73936170212766,16.78296329859538,2,0.7579275323197949,0.941585506463959,minimal
오퍼레이션센터,DS담당,오퍼레이션혁신팀,24,89.45036915504512,7.916666666666667,12.697916666666668,25.430680885972105,2,0.6742598099535139,0.9248519619907029,minimal
오퍼레이션센터,MSAT담당,MSAT 1팀,90,89.26702616337127,2.7222222222222223,13.908333333333335,8.54004393848612,2,0.8535681046534851,0.9810704313960456,very_minimal
오퍼레이션센터,MSAT담당,MSAT 2팀,108,92.46361377351792,3.138888888888889,13.041666666666666,13.532126375576855,2,0.8365211217607382,0.9759563365282216,very_minimal
오퍼레이션센터,MSAT담당,MSAT PD팀,59,29.48135755258126,5.016949152542373,21.27457627118644,10.078075207138305,1,0.5674169556340538,0.92,standard
오퍼레이션센터,MSAT담당,MSAT PMO T/F,12,86.70906200317965,14.0,13.104166666666666,27.631160572337045,4,0.608919581346052,0.92,standard
오퍼레이션센터,MSAT담당,MSAT Technical Excellence팀,29,86.84437625850993,9.0,17.981034482758623,13.893949563716559,2,0.6773775050340398,0.925475501006808,minimal
오퍼레이션센터,MSAT담당,MSAT담당,1,82.51748251748252,56.0,14.3,38.111888111888106,4,0.6160699300699302,0.92,standard
품질운영센터,-,Client Quality팀,14,86.94606664376504,10.857142857142858,10.39642857142857,35.65784953624184,4,0.5557128380036316,0.92,standard
품질운영센터,-,DI 개선 T/F,12,78.22322001282873,15.333333333333334,12.991666666666665,27.325208466966007,4,0.5727262133846482,0.92,standard
품질운영센터,-,Quality PMO그룹,3,73.77521613832853,26.333333333333332,17.35,40.345821325648416,4,0.5951008645533141,0.92,standard
품질운영센터,-,Regulatory Affairs그룹,9,85.66698202459791,14.11111111111111,11.744444444444444,22.753074739829707,4,0.5775568169872806,0.92,standard
품질운영센터,-,품질운영센터,2,87.4384236453202,31.0,10.15,27.832512315270936,4,0.5527536945812808,0.92,standard
품질운영센터,QA담당,Batch Disposition그룹,5,88.56640281442392,20.8,11.370000000000001,20.40457343887423,4,0.5816656112576958,0.92,standard
품질운영센터,QA담당,Compliance QA팀,82,85.71878231934889,3.8048780487804876,13.560365853658535,25.617159044921085,2,0.7999361048871516,0.9499872209774304,minimal
품질운영센터,QA담당,Operation QA팀,113,82.50994078439226,4.415929203539823,15.46769911504425,19.890150756643877,2,0.7975618870313743,0.9495123774062749,minimal
품질운영센터,QA담당,Technical QA팀,68,89.0855067679102,4.411764705882353,11.136029411764707,26.358534169692966,2,0.7467096741304643,0.9393419348260929,minimal
품질운영센터,QC담당,ASAT팀,74,91.08642078442838,3.7162162162162162,16.17635135135135,14.769642036673488,2,0.852859196651227,0.9808577589953681,very_minimal
품질운영센터,QC담당,QC Operations팀,235,93.77396401710662,1.7063829787234042,23.084255319148937,9.29803863736912,2,0.9239043667067245,1.0,very_minimal
품질운영센터,QC담당,QC Performance관리그룹,7,88.55002675227395,20.857142857142858,13.35,25.68218298555377,4,0.6212001070090958,0.92,standard
품질운영센터,QC담당,QC Support팀,174,88.77286721944385,3.293103448275862,17.63994252873563,13.245475426393211,2,0.8562983654294994,0.9818895096288499,very_minimal
품질운영센터,QC담당,QC담당,1,94.15584415584416,38.0,7.7,36.36363636363637,4,0.5306233766233767,0.92,standard
