center,bu,team,employee_count,location_fixity,movement_complexity,data_density,external_activity,cluster,reliability_score,correction_factor,correction_type
오퍼레이션센터,DP담당,무균충전팀,165,9.629393156688046,2.1333333333333333,20.883030303030303,34.59093943175552,0,0.5745175726267522,0.92,standard
오퍼레이션센터,DP담당,이물검사·패키징팀,166,12.726643465554039,1.6987951807228916,15.665361445783134,21.590493952969677,0,0.5999427184405294,0.92,standard
오퍼레이션센터,DS담당,DS Compliance그룹,29,89.3410264196781,6.413793103448276,11.355172413793102,23.70179167931977,1,0.6920537608511262,0.92,standard
오퍼레이션센터,DS담당,DS System Readiness그룹,23,82.88259109311741,11.0,13.42391304347826,19.59514170040486,1,0.6000086252420349,0.92,standard
오퍼레이션센터,DS담당,Plant 1팀,177,7.630496271535099,1.5932203389830508,17.577401129943503,13.615325276420673,0,0.5827253749166489,0.92,standard
오퍼레이션센터,DS담당,Plant 2팀,400,12.712607275657792,1.145,17.68225,13.739060357137808,0,0.6165004291026311,0.92,standard
오퍼레이션센터,DS담당,Plant 3팀,430,91.6056609252495,0.8976744186046511,15.216511627906977,18.712078372636824,1,0.9394924111428584,0.9923731027857147,minimal
오퍼레이션센터,DS담당,Plant 4A팀,434,87.75925303095822,0.9101382488479263,14.386866359447003,20.42953923028876,1,0.9114701918473351,0.9853675479618338,minimal
오퍼레이션센터,DS담당,Plant 4B팀,208,89.996327462596,1.6490384615384615,15.054567307692306,23.777284557778593,1,0.9105141560042302,0.9851285390010576,minimal
오퍼레이션센터,DS담당,Plant 5팀,234,96.11085537575393,1.7222222222222223,18.103205128205126,4.103962324280301,2,0.932776754836349,0.9906941887090873,minimal
오퍼레이션센터,DS담당,오퍼레이션기획팀,47,89.61486180335297,4.51063829787234,11.73936170212766,16.78296329859538,1,0.7579275323197949,0.9469818830799488,minimal
오퍼레이션센터,DS담당,오퍼레이션혁신팀,24,89.45036915504512,7.916666666666667,12.697916666666668,25.430680885972105,1,0.6742598099535139,0.92,standard
오퍼레이션센터,MSAT담당,MSAT 1팀,90,89.26702616337127,2.7222222222222223,13.908333333333335,8.54004393848612,2,0.8535681046534851,0.9708920261633713,minimal
오퍼레이션센터,MSAT담당,MSAT 2팀,108,92.46361377351792,3.138888888888889,13.041666666666666,13.532126375576855,1,0.8365211217607382,0.9666302804401846,minimal
오퍼레이션센터,MSAT담당,MSAT PD팀,59,29.48135755258126,5.016949152542373,21.27457627118644,10.078075207138305,0,0.5674169556340538,0.92,standard
오퍼레이션센터,MSAT담당,MSAT Technical Excellence팀,29,86.84437625850993,9.0,17.981034482758623,13.893949563716559,3,0.6773775050340398,0.92,standard
품질운영센터,QA담당,Compliance QA팀,82,85.71878231934889,3.8048780487804876,13.560365853658535,25.617159044921085,1,0.7999361048871516,0.957484026221788,minimal
품질운영센터,QA담당,Operation QA팀,113,82.50994078439226,4.415929203539823,15.46769911504425,19.890150756643877,1,0.7975618870313743,0.9568904717578436,minimal
품질운영센터,QA담당,Technical QA팀,68,89.0855067679102,4.411764705882353,11.136029411764707,26.358534169692966,1,0.7467096741304643,0.92,standard
품질운영센터,QC담당,ASAT팀,74,91.08642078442838,3.7162162162162162,16.17635135135135,14.769642036673488,2,0.852859196651227,0.9707147991628068,minimal
품질운영센터,QC담당,QC Operations팀,235,93.77396401710662,1.7063829787234042,23.084255319148937,9.29803863736912,2,0.9239043667067245,0.9884760916766812,minimal
품질운영센터,QC담당,QC Support팀,174,88.77286721944385,3.293103448275862,17.63994252873563,13.245475426393211,2,0.8562983654294994,0.9715745913573749,minimal
