center,bu,team,employee_count,total_tags,unique_tags,g1_count,g2_count,g3_count,g4_count,n1_count,n2_count,t1_count,t2_count,t3_count,m1_count,m2_count,knox_total_count,knox_approval_count,knox_pims_count,knox_mail_count,o_tag_count,eam_count,lams_count,mes_count,equis_count,mdm_count,tag_diversity,tags_per_person,movement_complexity,cluster,reliability_score,correction_factor,correction_type
People센터,-,HR Strategy그룹,5,1651,98,1502,0,0,2,0,30,117,0,0,0,0,344,41,4,299,1,0,0,0,1,0,19.6,330.2,19.6,1,0.894,0.9932000000000001,very_minimal
People센터,-,Learning·Development팀,12,5281,192,3833,1,3,660,48,38,698,0,0,0,0,1295,673,115,507,1547,28,0,0,133,1386,16.0,440.1,16.0,0,0.84,0.977,very_minimal
People센터,인사지원담당,People Experience팀,13,7236,257,6234,2,1,229,18,111,641,0,0,0,0,1691,1056,52,583,616,136,0,0,37,443,19.8,556.6,19.6,0,0.8969999999999999,0.9941,very_minimal
People센터,-,People센터,5,1959,105,1691,0,0,8,0,54,206,0,0,0,0,319,214,5,100,0,0,0,0,0,0,21.0,391.8,21.0,1,0.9,0.995,very_minimal
People센터,-,Talent Acquisition팀,16,6988,208,5673,0,9,519,36,108,643,0,0,0,0,1397,565,35,797,0,0,0,0,0,0,13.0,436.8,12.9,0,0.795,0.9490000000000001,minimal
People센터,인사지원담당,Talent Management팀,19,6084,158,5273,0,2,61,4,50,694,0,0,0,0,1947,883,30,1034,27,0,0,0,0,27,8.3,320.2,8.3,1,0.6905,0.9281,minimal
People센터,인사지원담당,인사지원담당,1,305,52,258,0,0,6,9,9,23,0,0,0,0,247,149,2,96,0,0,0,0,0,0,52.0,305.0,52.0,4,0.9,0.995,very_minimal
People센터,인사지원담당,인프라복지팀,18,8739,230,7687,1,11,52,411,78,499,0,0,0,0,2904,2324,46,534,3,0,0,0,3,0,12.8,485.5,12.7,0,0.7919999999999999,0.9484,minimal
People센터,-,정보보호팀,8,2430,342,1923,8,2,27,0,46,424,0,0,0,0,4877,4327,86,464,35,0,0,0,29,6,42.8,303.8,42.6,4,0.9,0.995,very_minimal
경영지원센터,Operational Excellence담당,CSV그룹,10,3180,129,1471,0,29,5,8,96,1571,0,0,0,0,447,117,91,239,577,19,0,0,558,0,12.9,318.0,12.9,1,0.7935,0.9487,minimal
경영지원센터,-,IR팀,6,1444,86,1238,0,5,4,17,24,156,0,0,0,0,676,300,56,320,0,0,0,0,0,0,14.3,240.7,14.3,1,0.8144999999999999,0.96935,very_minimal
경영지원센터,Operational Excellence담당,IT팀,50,22128,266,11336,0,14,63,14,388,10313,0,0,0,0,7396,4406,726,2264,9586,91,0,0,1893,7602,5.3,442.6,5.3,0,0.5855,0.92,standard
경영지원센터,Operational Excellence담당,MES팀,91,36186,546,21335,52,104,117,6,779,13793,0,0,0,0,5616,2326,728,2562,14150,3861,0,938,8789,562,6.0,397.6,6.0,0,0.61,0.92,standard
경영지원센터,Operational Excellence담당,OES혁신그룹,11,4278,160,2187,0,6,12,6,83,1984,0,0,0,0,778,454,117,207,269,1,0,0,268,0,14.5,388.9,14.5,1,0.8175,0.9702500000000001,very_minimal
경영지원센터,Operational Excellence담당,Operational Excellence담당,1,408,50,201,0,0,0,0,28,179,0,0,0,0,317,229,30,58,9,0,0,0,9,0,50.0,408.0,50.0,4,0.9,0.995,very_minimal
경영지원센터,-,경영지원센터,1,388,17,387,0,0,1,0,0,0,0,0,0,0,251,216,3,32,0,0,0,0,0,0,17.0,388.0,17.0,1,0.8549999999999999,0.9815,very_minimal
경영지원센터,-,사업전략팀,34,10743,201,8305,77,1,70,85,181,2024,0,0,0,0,2422,770,112,1540,756,3,0,0,198,555,5.9,316.0,5.9,1,0.6065,0.92,standard
경영지원센터,-,재경팀,46,14504,198,11553,0,223,59,37,235,2397,0,0,0,0,3867,1835,145,1887,4811,0,0,0,71,4740,4.3,315.3,4.3,1,0.5505,0.92,standard
경영지원센터,-,준법경영팀,16,5866,188,4244,0,0,53,70,171,1328,0,0,0,0,1580,786,100,694,53,0,0,0,6,47,11.8,366.6,11.7,1,0.777,0.9454,minimal
경영지원센터,-,지속가능경영팀,18,6169,162,4912,0,0,22,65,121,1049,0,0,0,0,1663,739,166,758,242,0,0,0,61,181,9.0,342.7,8.9,1,0.713,0.9326,minimal
경영진단팀,-,경영진단팀,15,5973,159,5082,0,1,26,2,150,712,0,0,0,0,620,366,8,246,93,0,0,0,93,0,10.6,398.2,10.6,1,0.759,0.9418000000000001,minimal
대표이사,-,대표이사,1,124,48,82,0,0,1,0,14,27,0,0,0,0,134,74,0,60,0,0,0,0,0,0,48.0,124.0,48.0,4,0.9,0.995,very_minimal
바이오연구소,-,AI Lab,9,2395,143,600,0,1,88,0,68,1638,0,0,0,0,494,194,89,211,48,0,0,0,48,0,15.9,266.1,15.8,1,0.8384999999999999,0.97655,very_minimal
바이오연구소,-,Bio R&D지원그룹,6,2863,165,1380,0,0,58,2,86,1337,0,0,0,0,370,138,76,156,109,32,0,0,77,0,27.5,477.2,27.5,4,0.9,0.995,very_minimal
바이오연구소,-,GT기술Lab,11,4452,140,1624,0,0,130,2,73,2623,0,0,0,0,652,303,89,260,396,0,0,0,68,328,12.7,404.7,12.6,1,0.7905,0.9481,minimal
바이오연구소,-,Open Innovation그룹,7,2464,111,826,0,0,31,0,46,1561,0,0,0,0,349,114,36,199,0,0,0,0,0,0,15.9,352.0,15.7,1,0.8384999999999999,0.97655,very_minimal
바이오연구소,-,바이오연구소,1,37,12,25,0,0,0,0,10,2,0,0,0,0,11,1,0,10,0,0,0,0,0,0,12.0,37.0,12.0,1,0.591,0.92,standard
바이오연구소,-,선행공정개발Lab,27,12703,243,9469,0,3,157,10,86,2978,0,0,0,0,1430,791,286,353,1802,2,0,0,460,1340,9.0,470.5,9.0,0,0.715,0.933,minimal
바이오연구소,-,펩타이드 T/F,3,988,66,422,0,0,15,0,20,531,0,0,0,0,71,28,18,25,0,0,0,0,0,0,22.0,329.3,21.7,1,0.9,0.995,very_minimal
바이오연구소,-,항체기술Lab,49,20191,248,10405,12,2,239,44,308,9181,0,0,0,0,1729,1035,163,531,5613,0,0,0,436,5177,5.1,412.1,5.0,0,0.5765,0.92,standard
상생협력센터,-,구매팀,240,106182,726,74465,414,84,138,61,1534,29486,0,0,0,0,26152,15809,935,9408,83806,3183,0,1740,8925,69958,3.0,442.4,3.0,2,0.505,0.92,standard
상생협력센터,-,대외협력팀,4,1524,117,530,0,10,0,0,0,984,0,0,0,0,292,108,10,174,9,0,0,0,0,9,29.3,381.0,29.0,4,0.9,0.995,very_minimal
상생협력센터,-,상생협력센터,1,200,52,72,0,0,0,0,0,128,0,0,0,0,123,110,1,12,0,0,0,0,0,0,52.0,200.0,52.0,4,0.9,0.995,very_minimal
상생협력센터,-,커뮤니케이션팀,12,2849,153,1013,0,3,34,0,15,1784,0,0,0,0,924,454,78,392,167,0,0,0,0,167,12.8,237.4,12.7,1,0.7919999999999999,0.9484,minimal
영업센터,Sales&Operation담당,CDO SE팀,11,3299,167,2752,0,0,29,0,105,413,0,0,0,0,1281,567,175,539,0,0,0,0,0,0,15.2,299.9,15.1,1,0.828,0.9734,very_minimal
영업센터,NJ Sales Office,CDO Sales팀,1,65,20,65,0,0,0,0,0,0,0,0,0,0,96,19,17,60,0,0,0,0,0,0,20.0,65.0,20.0,1,0.795,0.9490000000000001,minimal
영업센터,Sales&Operation담당,CMO SE팀,16,5072,168,4362,2,1,58,10,181,458,0,0,0,0,927,272,103,552,0,0,0,0,0,0,10.5,317.0,10.4,1,0.7575,0.9415,minimal
영업센터,NJ Sales Office,CMO Sales팀,1,78,3,78,0,0,0,0,0,0,0,0,0,0,97,4,33,60,1,0,0,0,1,0,3.0,78.0,3.0,1,0.43899999999999995,0.9078,extended
영업센터,영업지원담당,Global PA팀,3,796,82,744,0,3,2,5,2,40,0,0,0,0,240,83,7,150,46,0,0,0,0,46,27.3,265.3,27.0,4,0.9,0.995,very_minimal
영업센터,Sales&Operation담당,Market Intelligence팀,10,3588,125,2991,0,1,30,12,116,438,0,0,0,0,437,121,63,253,11,0,0,0,11,0,12.5,358.8,12.5,1,0.7875,0.9475,minimal
영업센터,영업지원담당,PM팀,68,21718,247,17870,2,8,147,14,426,3251,0,0,0,0,7180,3103,697,3380,3491,0,0,0,2698,793,3.6,319.4,3.6,0,0.526,0.92,standard
영업센터,NJ Sales Office,SBA Support그룹,1,110,4,110,0,0,0,0,0,0,0,0,0,0,112,49,4,59,0,0,0,0,0,0,4.0,110.0,4.0,1,0.54,0.92,standard
영업센터,Sales&Operation담당,Sales&Operation담당,1,93,29,83,0,0,0,0,0,10,0,0,0,0,188,117,14,57,0,0,0,0,0,0,29.0,93.0,29.0,4,0.8789999999999999,0.9887,very_minimal
영업센터,Sales&Operation담당,Sales&Operation팀,18,5943,162,4785,0,3,64,5,194,892,0,0,0,0,1126,487,135,504,62,0,0,0,62,0,9.0,330.2,8.9,1,0.713,0.9326,minimal
영업센터,영업지원담당,마케팅팀,24,7333,172,5709,0,43,143,31,157,1250,0,0,0,0,1493,559,189,745,342,0,0,0,0,342,7.2,305.5,7.1,1,0.6499999999999999,0.92,standard
영업센터,-,영업센터,2,750,71,647,0,0,4,0,33,66,0,0,0,0,99,5,23,71,0,0,0,0,0,0,35.5,375.0,35.5,4,0.9,0.995,very_minimal
영업센터,영업지원담당,영업지원담당,1,142,19,140,0,0,0,0,0,2,0,0,0,0,525,357,18,150,0,0,0,0,0,0,19.0,142.0,19.0,1,0.8849999999999999,0.9905,very_minimal
오퍼레이션센터,DS담당,ADC/mRNA운영팀,16,7258,208,5147,202,12,13,0,142,1742,0,0,0,0,1492,778,234,480,2064,376,0,0,1152,536,13.0,453.6,12.9,1,0.795,0.9490000000000001,minimal
오퍼레이션센터,DP담당,DP Compliance팀,26,9033,181,5659,75,6,16,18,85,3174,0,0,0,0,1323,567,162,594,4605,11,0,0,4487,107,7.0,347.4,7.0,1,0.6449999999999999,0.92,standard
오퍼레이션센터,DP담당,DP담당,1,290,46,181,0,2,0,0,0,107,0,0,0,0,82,46,15,21,14,0,0,0,14,0,46.0,290.0,46.0,4,0.9,0.995,very_minimal
오퍼레이션센터,DS담당,DS Compliance그룹,29,6586,187,3282,0,17,53,40,146,3048,0,0,0,0,1789,676,149,964,9816,19,0,31,9766,0,6.4,227.1,6.4,1,0.624,0.92,standard
오퍼레이션센터,DS담당,DS System Readiness그룹,23,6175,253,3055,6,59,8,2,91,2954,0,0,0,0,1498,689,157,652,6317,918,0,0,5184,215,11.0,268.5,11.0,1,0.765,0.9430000000000001,minimal
오퍼레이션센터,DS담당,DS담당,1,258,45,227,2,0,0,0,0,29,0,0,0,0,240,179,26,35,0,0,0,0,0,0,45.0,258.0,45.0,4,0.9,0.995,very_minimal
오퍼레이션센터,MSAT담당,MSAT 1팀,90,25035,245,13493,67,35,274,14,513,10639,0,0,0,0,4605,1911,370,2324,18434,448,0,0,8956,9030,2.7,278.2,2.7,0,0.49449999999999994,0.9189,extended
오퍼레이션센터,MSAT담당,MSAT 2팀,108,28170,340,20410,27,601,279,89,421,6343,0,0,0,0,4940,2100,414,2426,18266,80,0,1025,8827,8334,3.1,260.8,3.1,0,0.5085,0.92,standard
오퍼레이션센터,MSAT담당,MSAT PD팀,59,25104,297,16947,6,21,291,34,246,7559,0,0,0,0,2715,1543,185,987,5585,422,0,0,3746,1417,5.0,425.5,5.0,0,0.575,0.92,standard
오퍼레이션센터,MSAT담당,MSAT PMO T/F,12,3145,168,1786,0,74,10,15,81,1179,0,0,0,0,793,263,132,398,3162,0,0,0,2874,288,14.0,262.1,14.0,1,0.8099999999999999,0.968,very_minimal
오퍼레이션센터,MSAT담당,MSAT Technical Excellence팀,29,10429,261,6643,22,97,132,8,196,3331,0,0,0,0,1442,670,250,522,3417,74,0,53,1770,1520,9.0,359.6,9.0,1,0.715,0.933,minimal
오퍼레이션센터,MSAT담당,MSAT담당,1,286,56,200,0,2,0,0,30,54,0,0,0,0,140,84,27,29,9,0,0,0,9,0,56.0,286.0,56.0,4,0.9,0.995,very_minimal
오퍼레이션센터,DS담당,Plant 1팀,177,62224,283,38854,4904,13,126,26,748,17553,0,0,0,0,3952,2692,116,1144,11470,2834,0,0,8187,449,1.6,351.5,1.6,2,0.45599999999999996,0.9112,extended
오퍼레이션센터,DS담당,Plant 2팀,400,141458,460,96906,7201,59,314,846,1271,34861,0,0,0,0,13397,9690,296,3411,26882,6777,0,9,19856,240,1.1,353.6,1.1,2,0.4385,0.9077000000000001,extended
오퍼레이션센터,DS담당,Plant 3팀,430,130862,387,96372,377,43,257,338,1830,31645,0,0,0,0,11589,9485,165,1939,26316,5946,0,0,20072,298,0.9,304.3,0.9,2,0.4315,0.9063,extended
오퍼레이션센터,DS담당,Plant 4A팀,434,124878,396,72237,570,1180,193,503,1678,48517,0,0,0,0,8906,6324,185,2397,25808,5889,0,0,19737,182,0.9,287.7,0.9,3,0.4315,0.9063,extended
오퍼레이션센터,DS담당,Plant 4B팀,208,62627,344,43340,326,1461,216,252,784,16248,0,0,0,0,5525,3964,178,1383,15327,4097,0,0,10863,367,1.7,301.1,1.6,3,0.4575,0.9115000000000001,extended
오퍼레이션센터,DS담당,Plant 5팀,234,84723,404,78232,3121,15,147,638,641,1929,0,0,0,0,6900,4603,230,2067,63896,4479,0,45974,12689,754,1.7,362.1,1.7,2,0.4595,0.9119,extended
오퍼레이션센터,-,Validation팀,45,12662,283,6792,2,879,53,16,271,4649,0,0,0,0,2200,808,168,1224,5944,1810,0,0,4134,0,6.3,281.4,6.3,1,0.6204999999999999,0.92,standard
오퍼레이션센터,DP담당,무균충전팀,165,68914,353,53983,1698,107,141,324,695,11966,0,0,0,0,5726,3411,376,1939,14109,1751,0,0,9420,2938,2.1,417.7,2.1,2,0.47350000000000003,0.9147000000000001,extended
오퍼레이션센터,DS담당,오퍼레이션기획팀,47,11035,212,5166,0,21,60,17,286,5485,0,0,0,0,2624,1052,192,1380,4374,0,0,93,1318,2963,4.5,234.8,4.5,1,0.5575,0.92,standard
오퍼레이션센터,-,오퍼레이션센터,4,827,121,469,1,6,2,0,0,349,0,0,0,0,384,243,24,117,2,0,0,0,2,0,30.3,206.8,30.0,4,0.9,0.995,very_minimal
오퍼레이션센터,DS담당,오퍼레이션혁신팀,24,6095,191,3183,5,56,42,0,214,2595,0,0,0,0,1412,556,287,569,1033,30,0,250,753,0,8.0,254.0,7.9,1,0.678,0.9256000000000001,minimal
오퍼레이션센터,DP담당,이물검사·패키징팀,166,52009,283,34425,21,5,560,773,325,15900,0,0,0,0,2607,1582,223,802,7448,665,0,0,5274,1509,1.7,313.3,1.7,0,0.4595,0.9119,extended
품질운영센터,QC담당,ASAT팀,74,23941,276,10075,11,18,190,19,284,13344,0,0,0,0,3518,1451,279,1788,8529,470,68,0,7747,244,3.7,323.5,3.7,0,0.5295,0.92,standard
품질운영센터,QA담당,Batch Disposition그룹,5,1137,104,534,0,9,8,32,46,508,0,0,0,0,349,157,52,140,925,0,0,0,925,0,20.8,227.4,20.8,1,0.9,0.995,very_minimal
품질운영센터,-,Client Quality팀,14,2911,153,1782,0,19,16,2,56,1036,0,0,0,0,2007,892,278,837,962,0,0,0,908,54,10.9,207.9,10.9,1,0.7635,0.9427,minimal
품질운영센터,QA담당,Compliance QA팀,82,22239,313,13306,2,68,288,34,276,8265,0,0,0,0,5142,2220,648,2274,12002,94,0,13,9023,2872,3.8,271.2,3.8,0,0.533,0.92,standard
품질운영센터,-,DI 개선 T/F,12,3118,185,1634,9,5,23,35,84,1328,0,0,0,0,434,99,93,242,1231,69,0,0,1089,73,15.4,259.8,15.3,1,0.8309999999999998,0.9742999999999999,very_minimal
품질운영센터,QA담당,Operation QA팀,113,34957,500,21930,264,92,179,192,451,11849,0,0,0,0,5973,2884,842,2247,21821,3112,0,710,17834,165,4.4,309.4,4.4,0,0.554,0.92,standard
품질운영센터,QC담당,QC Operations팀,235,108496,402,47215,2546,1436,596,68,806,55829,0,0,0,0,9117,4680,478,3959,31808,525,1322,65,20419,9477,1.7,461.7,1.7,3,0.4595,0.9119,extended
품질운영센터,QC담당,QC Performance관리그룹,7,1869,147,913,0,1,22,2,70,861,0,0,0,0,465,107,112,246,1098,2,367,0,687,42,21.0,267.0,20.9,1,0.9,0.995,very_minimal
품질운영센터,QC담당,QC Support팀,174,61387,574,35623,103,317,375,67,329,24573,0,0,0,0,8287,4000,676,3611,21096,1445,438,0,15355,3858,3.3,352.8,3.3,0,0.5155,0.92,standard
품질운영센터,QC담당,QC담당,1,154,38,115,0,1,0,0,0,38,0,0,0,0,231,97,26,108,41,0,0,0,41,0,38.0,154.0,38.0,4,0.9,0.995,very_minimal
품질운영센터,-,Quality PMO그룹,3,1041,80,696,0,3,3,0,57,282,0,0,0,0,216,15,31,170,0,0,0,0,0,0,26.7,347.0,26.3,4,0.9,0.995,very_minimal
품질운영센터,-,Regulatory Affairs그룹,9,2114,127,945,0,4,16,4,60,1085,0,0,0,0,1060,256,68,736,641,0,0,0,641,0,14.1,234.9,14.1,1,0.8115,0.96845,very_minimal
품질운영센터,QA담당,Technical QA팀,68,15145,301,6629,13,30,109,35,346,7983,0,0,0,0,5442,2015,508,2919,46016,398,0,55,16013,29550,4.4,222.7,4.4,0,0.554,0.92,standard
품질운영센터,-,품질운영센터,2,406,62,251,0,0,2,0,6,147,0,0,0,0,271,158,20,93,29,0,0,0,29,0,31.0,203.0,31.0,4,0.9,0.995,very_minimal
