location_code,location_name,usage_count,tag_code
511-55-1-2,511-55 P5_DS동_2층_DS-2971(직원 휴게실(여)출문),164,N1
700-8-1-2,700-08_P3-BP1 브릿지 S/G #수동문-출문,164,T1
025-28-1-1,025-28 P2_K-GMP_5F_DS-5113(Inoc 1 Gowning ),163,G2
035-22-1-1,035-22 P3_유틸리티동_3F_VC실험실 스윙도어,163,G1
515-58-1-1,515-58 P5_DS동_2층_DS-2103(물류전실),163,G1
700-4-1-1,700-04_P2-BP1 브릿지 S/G #수동문 입문,163,T1
302-9-1-1,302-09 P4_GMP_3F_SB-3142(Inoculum 1 Gown),162,G1
012-48-1-1,012-48 P1_GMP_5F_DS-5201(Techcore),161,G1
32-38-1-2,032-38 P3_생산동_3층_DS-3250(남직원휴게실)[출문],161,N1
514-17-1-1,514-17 P5_DS동_2층_DS-2502(CLEAN UTILITY ROOM),161,G1
700-11-1-1,700-11_개발동 메인 S/G #3-입문,161,T2
023-43-1-1,023-43 P2_GMP_2F_DS-2403(Techcore (FT)),160,G1
103-11-1-1,103-11 P4_1층_P4-WH-1216(반출도크-1),160,G1
511-55-1-1,511-55 P5_DS동_2층_DS-2971(직원 휴게실(여)입문),160,N1
012-28-1-1,012-28 P1_GMP_3F_DS-3201(Techcore),159,G1
32-5-1-1,[철거24.12.10]032-05 P3_GMP_3F_DS-3213,159,G1
516-8-1-1,516-08 P5_MS동_1층_MS-1109(반출도크-1),159,G1
402-7-1-1,402-07 P4_GMP_4F_SB-4212(TECHNICAL CORE_4F),158,G1
402-8-1-1,402-08 P4_GMP_4F_SB-4212(TECHNICAL CORE_4F),158,G1
52-56-1-1,52-56 ADC_GMP_3F_QC-3101(QC entrance A/L),158,T2
102-17-1-1,102-17 P4_1층_P4-AD-1998(SPARE PART 창고-2),157,G1
30-36-1-1,030-36 P3_생산동_1층_WH-1511(냉동창고 기계실),157,G1
50-4-1-2,50-04 ADC_1F_MF-1601(보일러실)_출문,157,T3
31-30-1-1,031-30 P3_GMP_2F_DS-2235(Material Airlock (PP)),156,G1
505-12-1-1,505-12 P4_GMP_5F_SA-5173(Material A/L),156,G1
514-25-1-1,514-25 P5_GMP_2F_DS-2312(QA Archive Room),155,G1
024-41-1-1,024-41 P2_GMP_1F_WH-1914(Material Buffer),154,G1
30-37-1-1,030-37 P3_K-GMP_1F_WH-1713(Freezer Storage Entran.,154,G1
405-6-1-1,405-06 P4_GMP_4F_QC-4617(SterilityTestRoom GW A/L),154,G1
012-41-1-1,012-41 DS-1500B(사무실후문)#91,153,T3
025-46-1-1,025-46  P2_DP동_5층_AD-5117(Storage),153,G1
30-4-1-1,030-04 P3_GMP_1F_DS-1274(Clean Corridor (4M) ),153,T1
102-20-1-1,102-20 P4_GMP_1F_WH-1259(ENTRANCE(M)),152,T2
204-8-1-1,204-08 P4_2층_P4-SA-2221(DECON)	,151,G1
30-50-1-2,030-50 P3_생산동_1층_WH-1228(반출도크-2[출문]),151,T3
405-8-1-1,405-08 P4_GMP_4F_QC-4640(Corridor),150,T1
202-3-1-1,202-03 P4_2층_P4-MF-2514(CLEAN UTILITY ROOM),149,G1
52-57-1-1,52-57 ADC_GMP_3F_QC-3103(Sample Control Room),148,G1
700-39-1-2,700-39_P2 바이오프라자 방향 수동문	출문,148,T3
023-87-1-1,023-87 P2_GMP_5F_DS-5401(Techcore (CC)),147,G1
094-1-1-1,94-01 SBL2단지_삼성엔지니어링 가설사무실 메인로비 스피트게이트 -1 입문,147,N1
102-7-1-1,102-07 P4_GMP_1F_SB-1176(FREEZER ROOM 2),147,G1
515-55-1-1,515-55 P5_GMP_1F_DS-1171(COLD STORAGE),147,G1
012-67-1-1,012-67 P1_GMP_7F_DS-7201(Techcore),146,G1
404-2-1-1,404-02 P4_GMP_4F_P4-SA-4211(Techcore),145,G1
600-40-1-1,600-40 BP2_5층_P4-A2-5305(교육실-5),145,G4
700-4-1-2,700-04_P2-BP1 브릿지 S/G #수동문 출문,145,T1
30-29-1-1,030-29 P3_GMP_1F_DS-1289(Fumehood Material A-lock),144,G1
701-34-1-1,701-34 P2_커뮤니티동_1층 SPEED GATE-1(출문),144,T3
023-57-1-1,023-57 P2_GMP_2F_DS-2403(Techcore (FT)),143,G1
024-95-1-1,024-95 P2_DS동_2F_DS-2105(HVAC Room),143,G1
32-18-1-1,032-18 P3_K-GMP_3F_DS-3212(Cell Bank Storage),143,G1
514-24-1-1,514-24 P5_DS동_2층_DS-2375(복도-6),143,T1
514-74-1-1,514-74 P5_GMP_2F_DS-2312(QA Archive Room),143,G1
515-45-1-1,515-45 P5_GMP_3F_DS-3107B(Inoculum-4 Gowning A/L),143,G2
701-36-1-1,701-36 P2_커뮤니티동_1층 SPEED GATE-3,143,G1
014-4-1-1,014-04 P1_GMP_1F_W1-1092(Material Airlock),142,G1
32-7-1-1,032-07 P3_GMP_3F_DS-3211(LN2 Storage),141,G1
022-52-1-2,022-52 P2_커뮤니티동_1층_Labor Union Office-2,140,G1
201-3-1-1,201-03 P4_2층_P4-MF-2177(계단 전실),139,T1
34-30-1-1,034-30 P3_GMP_5F_DS-5207(Airlock),139,G1
501-4-1-1,501-04 P4_GMP_5F_P4-SA-5213(Techcore),139,G1
512-79-1-1,512-79 P5_GMP_3F_DS-3246(CLEAN CORRIDOR),138,T1
014-7-1-1,014-07 P1_GMP_1F_W1-1144(Dispensing Material Vesti,137,G1
024-90-1-1,24-90 P2_DS동_1층_AD-1216_Global Hall-3(교육),137,G4
307-7-1-1,307-07 P4_GMP_3MF_AD-3M977(Storage-5),137,G1
011-84-1-1,011-84 P1 3F Q1-3030,136,G1
105-8-1-1,105-08 P4_1층_P4-AD-1312(사무실-1),136,G1
600-65-1-1,600-65 BP2_5층_P4-A2-5201(대강당 출석체크-2),136,G4
024-24-1-1,024-24 P2_GMP_1F_WH-1919(Material Buffer),135,G1
025-17-1-1,025-17 P2_GMP_5F_CM-5501(HVAC Room),135,G1
401-9-1-1,401-09 P4_GMP_4F_QC-4712(Reagent&Consumable Str-2),135,G1
516-5-1-1,516-05 P5_GMP_1F_MS-1116(Entrance(M)),135,T2
600-74-1-1,600-74 BP2_5층_E/V 5호기 외부,134,G1
024-7-1-1,024-07 P2_K-GMP_1F_WH-1203(Freezer Storage Entranc,133,G1
512-78-1-1,512-78 P5_GMP_3F_DS-3702(COLD ROOM(2to8℃)),133,G1
30-28-1-1,030-28 P3_GMP_1F_DS-1288(Fumehood Gown Airlock ),132,G1
700-10-2-2,700-10_개발동 메인 S/G #2-출문,132,T3
403-9-1-1,403-09 P4_GMP_4F_SB-4211(TECHNICAL CORE_4F),130,G1
024-55-1-1,024-55-01-01 P2_DP동_2층_DP-2503(창고),129,G1
201-1-1-1,201-01 P4_2층_P4-AD-2914(복도-2),129,T1
30-54-1-1,030-54 P3_생산동_1층_WH-1225(반입도크-2[입문]),129,T2
31-55-1-1,031-55 P3_2층_WH-2822(기계실),129,G1
503-11-1-1,503-11 P4_GMP_5F_SB-5173(Airlock),129,G1
700-39-1-1,700-39_P2 바이오프라자 방향 수동문	입문,129,T2
024-87-1-1,024-87 P2_GMP_2F_DP-2107(Flexible Filling),128,G1
013-43-1-1,013-43 P1_7F_Lyo Monitoring Room,127,G1
024-50-1-1,024-50 P2_GMP_2F_DP-2401(DP Technical Core),127,G1
34-17-1-1,034-17 P3_생산동_옥상_DS-R512(FAN ROOM),127,G1
523-13-1-1,523-13 P5_DS동_Main 로비 화물 Gate 입문,127,N1
701-20-1-1,701-20_P4-BP2 브릿지 S/G 수동문 입문,127,T1
023-67-1-1,023-67-01 P2_DS동_4층_DS-4505(공조기실),126,G1
32-38-1-1,032-38 P3_생산동_3층_DS-3250(남직원휴게실)[입문],126,N1
512-85-1-1,512-85 P5_GMP_3F_DS-3703(COLD ROOM(CLEAN)-3),126,G1
30-48-1-1,030-48 P3_K-GMP_1F_WH-1715(COLD ROOM PACKING),125,G1
34-88-1-1,034-88 P3_GMP_4F_P3-PD-4138(USP HALL),125,G1
600-72-1-1,600-72 BP2_5층_E/V 5호기 내부,125,G1
023-94-1-1,023-94 P2_GMP_2F_DS-2173A(PATHBOX),124,G1
012-60-1-1,012-60 P1_GMP_6F_DS-6112(Techcore),123,G1
014-38-1-1,014-38 W1-2130(Pipette Calibration Room),123,G1
503-12-1-1,503-12 P4_GMP_5F_SB-5212(TECHNICAL CORE_5F),123,G1
303-6-1-1,303-06 P4_GMP_3F_SB-3211(TECHNICAL CORE_3F),121,G1
31-57-1-1,031-57 P3_생산동_2층_DS-2987,121,G1
700-68-1-2,700-68_P4 P3 방향-2 수동문 출문,121,T3
012-96-1-1,012-96 P1_K-GMP_7F_DS-7302(Small Media Prep Gown.),120,G1
025-52-1-1,025-52 P2_K-GMP_4F_CM-4624(Cold Storage),120,G1
202-1-1-1,202-01 P4_2층_P4-MF-2253(엘리베이터 전실),120,T1
523-6-1-1,523-06 P5_DS동_UT 방향 S/G #1 입문,120,T2
011-88-1-1,011-88 P1_4F_연구실 부출입구,119,T2
31-2-1-1,031-02 P3_GMP_2F_DS-2211(Technical Core (CC)),119,G1
516-66-1-1,516-66 P5_GMP_1F_MS-1107(Incoming Dock-2),119,G1
30-20-1-1,030-20 P3_생산동_1층_DS-1984(P3-#10 E/V 전실),118,G1
32-45-1-1,032-45 P3_생산동_3.5층_DS-C916(사무실-1[남측]),118,G1
513-28-1-2,513-28 P5_DS동_3층_DS-3373(복도-2 출문),118,T1
014-19-1-1,014-19 W1-1124(WH방풍실)#179,117,G1
023-62-1-1,023-62 P2_GMP_4F_DS-4102(Waste Airlock (CC)),117,G1
302-8-1-1,302-08 P4_GMP_3F_SB-3151(Cell Bank),117,G1
700-66-1-2,700-66_P4 정문동 방향 수동문 출문,117,T2
022-57-1-1,022-57 P2_커뮤니티동_3층_TF Office-1-1,116,G1
31-48-1-1,031-48 P3_K-GMP_2F_WH-2713(Cold Room 2),116,G1
014-52-1-1,014-52 P1_1F_W1-1117(Sample Packing Room),115,G1
102-3-1-1,102-03 P4_1층_P4-MF-1511(WFI STORAGE ROOM),115,G1
105-12-1-1,105-12 P4_GMP_1F_SA-1176(FREEZE&THAW TC),115,G1
31-56-1-1,031-56 P3_GMP_2F_DS-2412(HVAC ROOM),115,G1
033-15-1-1,033-15 P3_K-GMP_4F_AD-4333(GMP Archive),114,G1
013-36-1-1,013-36 P1_6F_DP-6201(Mechanical Room),113,G1
31-49-1-1,031-49 P3_생산동_2층_WH-2113(가운중간창고),113,G1
511-18-1-1,511-18 P5_GMP_2F_DS-2201A(TECHNICAL CORE_2F),113,G1
511-38-1-1,511-38 P5_GMP_3F_DS-3103(Cell Bank Storage),113,G1
301-11-1-1,301-11 P4_GMP_3F_SA-3154(Inoculum-4 Material A/L),112,G1
514-27-1-1,514-27 P5_GMP_2F_DS-2201B(TECHNICAL CORE_2F),112,G1
012-58-1-1,012-58 P1_K-GMP_6F_DS-6605(Cell Bank Storage),111,G1
700-66-1-1,700-66_P4 정문동 방향 수동문 입문,111,T2
013-14-1-1,013-14 DP-6115(DP HVAC실)*144,110,G1
34-38-1-1,034-38 P3_GMP_4F_QC-4134(Room Temp Storage Room 2),110,G1
502-17-1-1,502-17 P4_GMP_5F_SB-5179(STORAGE),110,G1
514-7-1-1,514-07 P5_DS동_1층_DS-1504(WF1 STORAGE ROOM),110,G1
700-68-1-1,700-68_P4 P3 방향-2 수동문 입문,110,T2
32-23-1-1,032-23 P3_K-GMP_3F_DS-3243(Inoculum 2 Gown),109,G1
34-25-1-1,034-25 P3_GMP_5F_DS-5201(mRNA Entrance(M)),109,T2
516-20-1-1,516-20 P5_GMP_1F_MS-1126(Toxic Storage),109,G1
014-35-1-1,014-35 P1_GMP_1F_W1-1099(Bulk Staging),108,G1
022-57-1-2,022-57 P2_커뮤니티동_3층_TF Office-1-2,108,G1
023-75-1-1,023-75 P2_DS동_4층_DS-4701(VIP회의실),108,G3
101-8-1-2,101-08 P4_1층_P4-AD-1130(장비반입구) (OUT),108,T2
701-12-1-1,701-12 정문동_정문 Swing GATE 입문,108,T2
023-34-1-1,023-34 P2_GMP_1F_DS-1403(Techcore (PP)),107,G1
025-21-1-1,025-21 P2_K-GMP_5F_CM-5123(Inoc Gown),107,G1
700-11-2-2,700-11_개발동 메인 S/G #3-출문,107,T3
023-30-1-1,023-30 P2_DS동_1층_DS-1911(복도(SPINE 입문)),106,T1
023-61-1-1,023-61 P2_K-GMP_2F_DS-2605B(DS Control Room - S/V),106,G1
033-66-1-1,033-66 P3_4F_AD-4349_대교육실-1(교육),106,G4
302-7-1-1,302-07 P4_GMP_3F_SB-3152(N2 Room),106,G1
32-22-1-1,032-22 P3_K-GMP_3F_DS-3225(Small Media Prep Gown),106,G1
035-70-1-1,035-70 P3_GMP_3F_CO-3065(Document Storage),105,G1
502-18-1-1,502-18 P4_GMP_5F_SB-5185(STORAGE),105,G1
514-5-1-1,514-05 P5_DS동_1층_DS-1504(WF1 STORAGE ROOM),104,G1
800-1-1-1,800-01 New Jersey  Office 메인로비  입문,104,N1
033-18-1-1,033-18 P3_생산동_4층_AD-4924(P3-#6 계단실),103,T1
30-55-1-2,030-55 P3_생산동_1층_WH-1224(반입/반출실[출문]),103,T3
401-19-1-1,401-19 P4_GMP_4F_MF-4412(HVAC Room-2),103,G1
011-17-1-1,011-17 P1_K-GMP_1F_W1-1100(Ambient Storage),102,G1
012-59-1-1,012-59 P1_GMP_6F_DS-6612(Waste Airlock (6F)),102,G1
024-30-1-1,024-30-01-01 P2_DP동_1층_WH-1307(창고),102,G1
090-1-1-1,090-01 P4_WWT_1층_W-133(메인 출입구),102,T2
094-4-2-2,94-04 SBL2단지_삼성엔지니어링 가설사무실 메인로비 스피트게이트 -4 출문,102,N1
516-22-1-1,516-22 P5_MS동_1층_MS-1391F(안전교육장),102,G4
516-59-1-1,516-59 P5_MS동_2층_MS-2375(연결통로 입문),101,T1
010-1-1-1,010-01 RD_GMP_1F_RD-1405(Cell Bank Room),100,G1
202-4-1-1,202-04 P4_2층_P4-AD-2998(UM STAGING),100,G1
023-95-1-1,023-95 P2_GMP_2F_DS-2173A(PATHBOX),99,G1
033-92-1-1,033-92 P3_GMP_4F_PD-4124(Inoculum Room (MPL)),99,G1
29-53-1-1,029-53 P3 _생산동_1F_견시창,99,G1
025-60-1-1,025-60 P2_GMP_4F_CM-4627(Sample Staging),98,G1
102-19-1-1,102-19 P4_GMP_1F_WH-1260(ENTRANCE(W)),97,T2
013-28-1-1,013-28 P1_GMP_8F_DP-8103(Shift room),96,G1
023-93-1-1,023-93 P2_GMP_2F_DS-2403(Techcore (FT)),96,G1
102-4-1-1,102-04 P4_1층_P4-MF-1518(DS4B CSG ROOM),96,G1
50-17-1-1,50-17 ADC_1F_WH-1201(반입도크#2)_입문,96,T2
511-36-1-1,511-36 P5_GMP_3F_DS-3101(TECHNICAL CORE_3F),96,G1
701-5-1-1,701-05 P4_생산동_3층브릿지 SPEED GATE-1 입문,96,T1
30-12-1-1,030-12 P3_생산동_1층_DS-1265(폐기물 처리실),95,G1
033-31-1-1,033-31 P3_GMP_4F_CO-4116(QC Analytical Storage),94,G1
102-24-1-1,102-24 P4_GMP_1F_WH-1212(INCOMING & TRANSFER DOCK),94,G1
30-8-1-1,030-08 P3_K-GMP_1F_WH-1213(Sampling Entrance (M)),94,T2
511-37-1-1,511-37 P5_GMP_3F_DS-3102(LN2 Tank Storage),94,G1
516-19-1-1,516-19 P5_MS동_1층_MS-1128(CHEMICAL 중앙공급실),94,G1
516-39-1-1,516-39 P5_MS동_3층_MS-3611(전기실),94,G1
700-62-1-1,700-62_P4 바이오파크 방향 수동문 입문,94,T2
012-18-1-1,012-18 P1_GMP_2F_DS-2413A(MCS Control Room),93,G1
32-8-1-1,032-08 P3_생산동_3층_DS-3317(USP 사무실-2),93,G1
301-17-1-1,301-17 P4_GMP_3F_SA-3158(LN2 Room),92,G1
31-37-1-1,031-37 P3_K-GMP_2F_WH-2711(Cold Room 1),92,G1
513-41-1-1,513-41 P5_GMP_3F_DS-3101D(TECHNICAL CORE_3F),92,G1
52-69-1-1,52-69 ADC_GMP_3F_PD-3207(PURIFICATION ROOM-2),90,G1
600-45-1-1,600-45 BP2_5층_P4-A2-5302(교육실-2),90,G4
025-35-1-1,025-35 P2_GMP_5F_CM-5675(Waste Airlock),89,G1
51-41-1-1,51-41 ADC_2F_MF-2401(복도-1),88,T1
516-67-1-1,516-67 P5_GMP_1F_MS-1103(CRT Vestibule-1),88,G1
700-67-1-1,700-67_P4 P3 방향 -2 S/G #1 입문,88,T2
013-40-1-1,013-40 P1_8F_DP-8150(Mechanical Room),87,G1
513-8-1-1,513-08 P5_GMP_1F_DS-1635(MCS Server Room),87,G1
701-35-1-1,701-35 P2_커뮤니티동_1층 SPEED GATE-2(입문),87,T2
013-42-1-1,013-42 P1_7F_DP-7504,86,G1
094-2-2-2,94-02 SBL2단지_삼성엔지니어링 가설사무실  메인로비 스피트게이트 -2 출문,86,N1
101-11-1-1,101-11 P4_1층_P4-MF-1520(폐기물 처리실),86,G1
505-3-1-1,505-03 P4_GMP_5F_SA-5179(STORAGE(CLEAN)),86,G1
013-38-1-1,013-38 P1_7F_DP-7504(Mechanical Room),84,G1
022-62-1-1,022-62 P2_커뮤니티동_1층_B-lab-1,84,G1
025-47-1-1,025-47 P2_DP동_5층_AD-5115(재경문서고),84,G1
518-25-1-1,518-25 P5_UT동_1층_P5-UT-1105(보일러실 입문),84,T2
518-25-1-2,518-25 P5_UT동_1층_P5-UT-1105(보일러실 출문),84,T3
023-14-1-1,023-14 P2_DS동_1층_DS-1722(정보보호팀),83,G1
505-9-1-1,505-09 P4_GMP_5F_MF-5313(AUTOMATION CONTROL ROOM),83,G1
511-19-1-1,511-19 P5_DS동_2층_DS-2203(DECON),83,G1
52-66-1-1,52-66 ADC_3F_MF-3401(복도-2),83,T1
523-26-1-1,523-26 P5_MS동_Main 로비 화물 Gate 입문,83,N1
700-62-1-2,700-62_P4 바이오파크 방향 수동문 출문,83,T3
31-28-1-1,031-28 P3_GMP_2F_DS-2237(Waste Airlock (PP)),82,G1
513-28-1-1,513-28 P5_DS동_3층_DS-3373(복도-2 입문),82,T1
515-35-1-1,515-35 P5_GMP_3F_DS-3104A(Inoculum-1 Gowning A/L),82,G2
301-10-1-1,301-10 P4_GMP_3F_SA-3153(Inoculum-4 Gowning A/L),81,G2
301-5-1-1,301-05 P4_GMP_3F_SA-3143(Inoculum-1 Material A/L),81,G1
32-24-1-1,032-24 P3_K-GMP_3F_DS-3241(Inoculum 3 Gown),81,G1
516-65-1-1,516-65 P5_GMP_1F_MS-1126(Toxic Storage),81,G1
023-30-1-2,023-30 P2_DS동_1층_DS-1911(복도(SPINE 출문)),80,T1
024-88-1-1,24-88 P2_DS동_1층_AD-1216_Global Hall-1(교육),80,G4
106-1-1-1,106-01 P4_1층_P4-MF-1511(WFI STORAGE ROOM),80,G1
30-53-1-1,030-53 P3_생산동_1층_WH-1225(반입도크-2[입문]),80,T2
504-6-1-1,504-06 P4_GMP_5F_P4-SA-5211(Techcore),80,G1
518-16-1-1,518-16 P5_UT동_2층_P5-UT-2103(전기실 입문),80,T2
023-48-1-1,023-48 P2_GMP_2F_DS-2405(Techcore (PP)),79,G1
025-73-1-1,025-73 P2_Compliance Office,79,G1
033-75-1-1,033-75 P3_GMP_4F_PD-4128(Cell Culture Process),79,G1
51-42-1-1,51-42 ADC_GMP_2F_WH-2205(CLEAN CORRIDOR-3),79,T1
600-17-1-1,600-17 BP2_2층_P4-A2-2105(복도),79,T1
30-41-1-1,030-41 P3_생산동_1층_WH-1231(실린더 가스실),78,G1
301-9-1-1,301-09 P4_GMP_3F_SA-3150(Inoculum-3 Material A/L),78,G1
514-63-1-1,514-63 P5_GMP_3F_DS-3267(MM MATERIAL A/L-2),78,G1
516-56-1-1,516-56 P5_GMP_3F_MS-3207(Sample Control Room),78,G1
101-8-1-1,101-08 P4_1층_P4-AD-1130(장비반입구) (In),77,T2
202-12-1-1,202-12 P4_2층_P4-WH-2715(포장실),77,M2
50-20-1-1,50-20 ADC_1F_WH-1203(반출도크)_출문,77,T3
514-19-1-1,514-19 P5_DS동_2층_DS-2976(VALIDATION LAB.),77,G1
523-26-1-2,523-26 P5_MS동_Main 로비 화물 Gate 출문,77,N1
035-10-1-1,035-10 P3_유틸리티동_1층_UT-1016(EPS-1),76,G1
094-2-1-1,94-02 SBL2단지_삼성엔지니어링 가설사무실  메인로비 스피트게이트 -2 입문,76,N1
301-12-1-1,301-12 P4_GMP_3F_SA-3157(Cell Bank),76,G1
302-17-1-1,302-17 P4_3층_P4-WH-3311(소분 물류 창고),76,G1
504-10-1-1,504-10 P4_GMP_5F_SA-5113(Material A/L),76,G1
516-59-1-2,516-59 P5_MS동_2층_MS-2375(연결통로 출문),76,T1
516-9-1-1,516-09  P5_MS동_1층_MS-1110(반출도크-2),76,G1
701-20-1-2,701-20_P4-BP2 브릿지 S/G 수동문 출문,76,T1
014-29-1-1,014-29 W1-3100(발코니출입구)#189(입문),75,T2
024-91-1-1,24-91 P2_DS동_1층_AD-1216_Global Hall-4(교육),75,G4
31-51-1-1,031-51 P3_K-GMP_2F_WH-2114(Warehouse),75,G1
50-4-1-1,50-04 ADC_1F_MF-1601(보일러실)_입문,75,T2
600-44-1-1,600-44 BP2_5층_P4-A2-5303(교육실-3),75,G4
025-70-1-1,025-70 P2_DP동_4F_DS-4501(비상계단),74,T1
512-77-1-1,512-77 P5_GMP_3F_DS-3701(COLD ROOM(2to8℃)),74,G1
515-39-1-1,515-39 P5_GMP_3F_DS-3105B(Inoculum-2 Gowning A/L),74,G2
514-6-1-1,514-06 P5_GMP_1F_DS-1201B(TECHNICAL CORE_1F),73,G1
800-4-1-2,800-04 New Jersey Office side door 출문,73,T3
301-8-1-1,301-08 P4_GMP_3F_SA-3149(Inoculum-3 Gowning A/L),72,G2
014-48-1-1,014-48 P1_3F_W1-3092(Battery room),71,G1
022-28-1-2,022-28-02 P2_커뮤니티동_3층_협의회실-1,71,G1
022-51-1-1,022-51 P2_커뮤니티동_1층_Commitment Room-1,71,G1
024-9-1-1,024-09-01-01 P2_DP동_1층_WH-1205(공조기실),71,G1
502-1-1-1,502-01 P4_GMP_5F_SB-5186(EQUIPMENT STORAGE),71,G1
012-80-1-1,012-80 DS-2508B (QA 사무실후문)#130,70,T3
023-89-1-1,023-89 P2_GMP_5F_DS-5153(Waste Airlock (CC)),70,G1
301-4-1-1,301-04 P4_GMP_3F_SA-3142(Inoculum-1 Gowning A/L),70,G2
501-10-1-1,501-10 P4_GMP_5F_MF-5411(HVAC Room-1),70,G1
014-29-1-2,014-29 W1-3100(발코니출입구)#189(출문),69,T2
025-20-1-1,025-20 P2_K-GMP_5F_CM-5622(Cell Bank Storage),69,G1
102-22-1-1,102-22 P4_GMP_1F_WH-1112(CRT Vestibule),69,G1
203-5-1-1,203-05 P4_GMP_2F_SB-2172(Waste A/L),69,G1
30-22-1-2,030-22 P3_생산동_1층_DS-1180(기계실-7),69,G1
30-55-1-1,030-55 P3_생산동_1층_WH-1224(반입/반출실[입문]),69,T2
43-45-1-1,043-45 개발동 3층 RD-3303(Storage Room),69,G1
51-31-1-1,51-31 ADC_GMP_2F_DS-2102(ENTERANCE(W)),69,G1
515-62-1-1,515-62 P5_DS동_3층_DS-3352(탕비실-B(서측)),69,G1
700-42-1-2,700-42_P2 바이오파크 방향 수동문 출문,69,T3
014-15-1-1,014-15 P1_K-GMP_1F_W1-1103(Sampling Entrance (M)),68,T2
035-14-1-1,035-14 P3_유틸리티동_1층_UT-1044(전실-5),68,G1
035-6-1-1,"035-06 P3_GMP_1F_UT-1009(BMS Server, I/O Room)",68,G1
32-58-1-1,032-58 P3_GMP_3F_DS-3413(HVAC Room-3),68,G1
350-84-1-1,350-84 P3_UT_3층_전기실-1,68,G1
600-35-1-1,600-35 BP2_5층_P4-A2-5308(강사대기실),68,N1
701-11-1-1,701-11 정문동_정문 SPEED GATE-4 입문,68,T2
023-64-1-1,023-64 P2_GMP_4F_DS-4402(Techcore (CC)),67,G1
025-26-1-1,025-26 P2_K-GMP_5F_DS-5109(Cell Bank Storage),67,G1
025-53-1-1,025-53 P2_K-GMP_4F_CM-4106(Inoculum Gown),67,G1
033-67-1-1,033-67 P3_GMP_4F_CO-4113(Reception Room),67,G1
101-6-1-1,101-06 P4_1층_P4-MF-1511(WFI STORAGE ROOM),67,G1
103-10-1-1,103-10 P4_1층_P4-WH-1214(샘플 포장실),67,M2
404-4-1-1,404-04 P4_GMP_4F_MF-4411(HVAC Room-1),67,G1
407-12-1-2,407-12 P4_GMP_4F_QC-4124(Corridor 출문),67,T1
51-28-1-1,51-28 ADC_2F_MF-2602(복도-1),67,T1
514-15-1-1,514-15 P5_DS동_2층_DS-2403(공조기실-2),67,G1
523-7-1-1,523-07 P5_DS동_UT 방향 S/G #2 입문,67,T2
012-92-1-1,012-92 P1_K-GMP_3F_DS-3137(Bulk Fill Gown),66,G1
022-28-1-1,022-28-01 P2_커뮤니티동_3층_협의회실-1,66,G1
024-28-1-1,024-28-01-01 P2_DP동_1층_AD-1214(통역실),66,G1
014-43-1-2,014-43 W1-1123(반출도크),65,G1
022-29-1-1,022-29-01 P2_커뮤니티동_3층_협의회실-2,65,G1
024-37-1-1,024-37-01-01 P2_DP동_1층_WH-1732(측정사무실),65,G1
035-80-1-1,035-80 P3_GMP_3F_CO-3057(Gowning A/L),65,G2
403-6-1-1,403-06 P4_4층_P4-AD-4979(CALIBRATION DOC. ROOM),65,G1
514-79-1-1,514-79 P5_DS동_2층_DS-2985(예비실),65,G1
52-95-1-1,52-95 ADC_GMP_3F_QC-3115(Cold Room),65,G1
523-6-1-2,523-06 P5_DS동_UT 방향 S/G #1 출문,65,T3
011-85-1-1,011-85 P1 3F Q1-3030,64,G1
033-45-1-1,033-45 P3_GMP_4F_QC-4173(Corridor ? 3),64,T1
240-1-1-1,240-01 P2 4F VIP Room,64,G1
022-51-1-2,022-51 P2_커뮤니티동_1층_Commitment Room-2,63,G1
025-25-1-1,025-25 P2_GMP_5F_CM-5210(PP Cold Storage-1),63,G1
31-21-1-1,031-21 P3_생산동_2층_DS-2214(창고),63,G1
401-14-1-1,401-14 P4_GMP_4F_P4-SA-4212(Techcore),63,G1
407-12-1-1,407-12 P4_GMP_4F_QC-4124(Corridor 입문),63,T1
50-10-1-1,50-10 ADC_1F_WH-1701(냉장창고 기계실),63,G1
504-4-1-1,504-04 P4_GMP_5F_P4-SA-5112(Gowning A/L),63,G2
025-18-1-1,025-18 P2_GMP_5F_CM-5623(LN2 Storage),62,G1
402-4-1-1,402-04 P4_4층_P4-AD-4996(UM STAGING-1),62,G1
512-8-1-1,512-08 P5_GMP_1F_DS-1201A(TECHNICAL CORE_1F),62,G1
024-83-1-1,024-83 P2_GMP_1F_DS-1401(Techcore (PP)),61,G1
205-6-1-1,205-06 P4_2층_P4-MF-2416(공조기실-4),61,G1
30-49-1-1,030-49 P3_생산동_1층_WH-1229(반출도크-1[입문]),61,T2
023-79-1-1,023-79 P2_GMP_5F_PD-5128(Storage-2),60,G1
025-16-1-1,025-16-01-01 P2_DP동_5층_CM-5624(창고),60,G1
43-46-1-1,043-46 개발동 3층 RD-3309(세포주보관실),60,G1
523-22-1-2,523-22 P5_MS동_DS 방향 화물 Gate 출문,60,T3
011-92-1-1,011-92 P1_4F_Office,59,G1
014-39-1-1,014-39 P1_GMP_2F_W1-2119(MM Office Storage 1),59,G1
026-7-1-1,026-07 P2_GMP_1F_HS-1101(Receiving/Shipping Dock),59,G1
516-1-1-1,516-01 P5_MS동_1층_MS-1108(폐기물 수검실),59,G1
